SecretID,SecretName,UnlockName,Type,Korean,bul,cs_cz,de,el_gr,en_us,fr,it,ja_jp,nl_nl,pl,pt,pt_br,ro_ro,ru,spa,tr_tr,uk_ua,vi,zh_cn,UnlockedFlag
76,Eve's Bird Foot,Eve's Bird Foot,Trinket,이브의 새 다리,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,Eve's Bird Foot,1
77,The Left Hand,The Left Hand,Trinket,왼손목,0,V - Velekněz?,V - Der Hierophant?,Το Αριστερό Χέρι,The Left Hand,Main Gauche,La Mano Sinistra,V - 教皇？,The Left Hand,Lewa Ręka,The Left Hand,The Left Hand,The Left Hand,V - Иерофант?,La Mano izquierda,V - Papa?,Ліва рука,V - The Hierophant?,左断手,1
78,The Negative,The Negative,Item,반전사진,Негатив,Negativ,Das Negative,Το Αρνητικό,The Negative,Le Négatif,Il Negativo,ネガティブ,The Negative,Negatyw,The Negative,The Negative,The Negative,Негатив,El Negativo,Negatif,Негатив,The Negative,底片,1
79,Azazel,Azazel,Character,아자젤,Azazel,Azazel,Azazel,Azazel,Azazel,Peut voler#Crache un court laser de sang,"Volo##{{Collectible118}} Al posto delle lacrime ""Zolfo Fuso"" dal corto raggio",Azazel,Azazel,Azazel,Azazel,Azazel,Flight#{{Collectible118}} Short range Brimstone instead of tears,Azazel,Puede volar#{{Collectible118}} Dispara un rayo de corto alcance en vez de lágrimas,Azazel,Azazel,Azazel,Azazel,1
80,Lazarus,Lazarus,Character,나사로,Lazarus,"Jednou za patro, když zemřeš:#Vzkříšíš se jako Povstalý Lazarus#Ztratíš 1 místo pro červené srdce#↑ {{Damage}} 0.5 Více poškození",Lazarus,Lazarus,Lazarus,Lazare,Lazarus,1フロアに1回、死亡時に 以下の効果を発動する：#復活ラザラスとして その部屋で復活#↓ 最大体力 -1#↑ 攻撃力 +1,Lazarus,Łazarz,Lazarus,Lazarus,"When you die, resurrect as Lazarus Risen with 1 Red Heart container",Lazarus,Lázaro,Lazarus,Lazarus,"Một lần mỗi tầng, khi bạn chết:#Hồi sinh thành Lazarus Risen#Mất 1 ô chứa Trái tim đỏ#↑ {{Damage}} +0.5 Sát thương",Lazarus,1
81,Eden,Eden,Character,에덴,Eden,Eden,Eden,Eden,Eden,Éden,Ogni partita inizia con statistiche e oggetti casuali,Eden,Eden,Eden,Eden,Eden,Start with random stats and items each run,Eden,Edén,Eden,Eden,Eden,Eden,1
82,The Lost,The Lost,Character,로스트,The Lost,Létání#Spektrální slzy#{{Warning}} Žádné životy#{{DevilRoom}} Jeden ďábelský předmět za místnost je zdarma,The Lost,The Lost,The Lost,L'Égaré,The Lost,The Lost,The Lost,Zaginiony,The Lost,The Lost,Flight#Spectral tears#{{Warning}} No health#{{DevilRoom}} One devil deal per room can be taken for free,The Lost,El Perdido,The Lost,The Lost,The Lost,The Lost,1
83,Dead Boy,Dead Boy,None,,Dead Boy,Dead Boy,Dead Boy,Dead Boy,Dead Boy,Dead Boy,Dead Boy,Dead Boy,Dead Boy,Dead Boy,Dead Boy,Dead Boy,Dead Boy,Dead Boy,Dead Boy,Dead Boy,Dead Boy,Dead Boy,Dead Boy,1
84,The Real Platinum God,The Real Platinum God,None,,The Real Platinum God,The Real Platinum God,The Real Platinum God,The Real Platinum God,The Real Platinum God,The Real Platinum God,The Real Platinum God,The Real Platinum God,The Real Platinum God,The Real Platinum God,The Real Platinum God,The Real Platinum God,The Real Platinum God,The Real Platinum God,The Real Platinum God,The Real Platinum God,The Real Platinum God,The Real Platinum God,The Real Platinum God,1
85,Lucky Rock,Lucky Rock,Trinket,행운의 돌조각,Lucky Rock,Lucky Rock,Lucky Rock,Lucky Rock,Lucky Rock,Lucky Rock,Lucky Rock,Lucky Rock,Lucky Rock,Lucky Rock,Lucky Rock,Lucky Rock,Lucky Rock,Lucky Rock,Lucky Rock,Lucky Rock,Lucky Rock,Lucky Rock,Lucky Rock,1
86,The Cellar,Alt stage to the basement.,Map,,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,Alt stage to the basement.,1
87,The Catacombs,Alt stage to the caves.,Map,,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,Alt stage to the caves.,1
88,The Necropolis,Alt stage to the depths.,Map,,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,Alt stage to the depths.,1
89,Hagalaz,Hagalaz,Rune,하갈라즈,Hagalaz,Hagalaz,Hagalaz,Hagalaz,Hagalaz,Hagalaz,Hagalaz,Hagalaz,Hagalaz,Hagalaz,Hagalaz,Hagalaz,Hagalaz,Hagalaz,Hagalaz,Hagalaz,Hagalaz,Hagalaz,Hagalaz,1
90,Jera,Jera,Rune,제라,Jera,Jera,Jera,Jera,Jera,Jera,Jera,Jera,Jera,Jera,Jera,Jera,Jera,Jera,Jera,Jera,Jera,Jera,Jera,1
91,Ehwaz,Ehwaz,Rune,에와즈,Ehwaz,Ehwaz,Ehwaz,Ehwaz,Ehwaz,Ehwaz,Ehwaz,Ehwaz,Ehwaz,Ehwaz,Ehwaz,Ehwaz,Ehwaz,Ehwaz,Ehwaz,Ehwaz,Ehwaz,Ehwaz,Ehwaz,1
92,Dagaz,Dagaz,Rune,다가즈,Dagaz,Dagaz,Dagaz,Dagaz,Dagaz,Dagaz,Dagaz,Dagaz,Dagaz,Dagaz,Dagaz,Dagaz,Dagaz,Dagaz,Dagaz,Dagaz,Dagaz,Dagaz,Dagaz,1
93,Ansuz,Ansuz,Rune,엔수즈,Ansuz,Ansuz,Ansuz,Ansuz,Ansuz,Ansuz,Ansuz,Ansuz,Ansuz,Ansuz,Ansuz,Ansuz,Ansuz,Ansuz,Ansuz,Ansuz,Ansuz,Ansuz,Ansuz,1
94,Perthro,Perthro,Rune,페트로,Perthro,Perthro,Perthro,Perthro,Perthro,Perthro,Perthro,Perthro,Perthro,Perthro,Perthro,Perthro,Perthro,Perthro,Perthro,Perthro,Perthro,Perthro,Perthro,1
95,Berkano,Berkano,Rune,벨카노,Berkano,Berkano,Berkano,Berkano,Berkano,Berkano,Berkano,Berkano,Berkano,Berkano,Berkano,Berkano,Berkano,Berkano,Berkano,Berkano,Berkano,Berkano,Berkano,1
96,Algiz,Algiz,Rune,알기즈,Algiz,Algiz,Algiz,Algiz,Algiz,Algiz,Algiz,Algiz,Algiz,Algiz,Algiz,Algiz,Algiz,Algiz,Algiz,Algiz,Algiz,Algiz,Algiz,1
97,Chaos Card,Chaos Card,Card,혼돈 카드,Chaos Card,Chaos Card,Chaos Card,Chaos Card,Chaos Card,Chaos Card,Chaos Card,Chaos Card,Chaos Card,Chaos Card,Chaos Card,Chaos Card,Chaos Card,Chaos Card,Chaos Card,Chaos Card,Chaos Card,Chaos Card,Chaos Card,1
98,Credit Card,Credit Card,Card,신용카드,Credit Card,Credit Card,Credit Card,Credit Card,Credit Card,Credit Card,Credit Card,Credit Card,Credit Card,Credit Card,Credit Card,Credit Card,Credit Card,Credit Card,Credit Card,Credit Card,Credit Card,Credit Card,Credit Card,1
99,Rules Card,Rules Card,Card,규칙 카드,Rules Card,Rules Card,Rules Card,Rules Card,Rules Card,Rules Card,Rules Card,Rules Card,Rules Card,Rules Card,Rules Card,Rules Card,Rules Card,Rules Card,Rules Card,Rules Card,Rules Card,Rules Card,Rules Card,1
100,Card Against Humanity,A Card Against Humanity,Card,비인간적인 카드,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,A Card Against Humanity,1
101,Swallowed Penny,Swallowed Penny,Trinket,삼킨 동전,Swallowed Penny,Swallowed Penny,Swallowed Penny,Swallowed Penny,Swallowed Penny,Swallowed Penny,Swallowed Penny,Swallowed Penny,Swallowed Penny,Swallowed Penny,Swallowed Penny,Swallowed Penny,Swallowed Penny,Swallowed Penny,Swallowed Penny,Swallowed Penny,Swallowed Penny,Swallowed Penny,Swallowed Penny,1
102,Robo-Baby 2.0,Robo-Baby 2.0,Item,로보 아기 2.0,Робо-бебе 2.0,Robo-Děcko 2.0,Robo-Baby 2.0,Ρομποτικό-Μωρό 2.0,Robo-Baby 2.0,Robo-Bébé 2.0,Robo-Bebè 2.0,ロボベイビー改,Robo-Baby 2.0,Robo-Dziecko 2.0,Robo-Baby 2.0,Robo-Baby 2.0,Robo-Bebeluș 2.0,Робо-малыш 2.0 ,Robo-Baby 2.0,Robo-Bebek 2.0,Робо-дитя 2.0,Robo-Baby 2.0,机器宝宝2.0,1
103,Death's Touch,Death's Touch,Item,죽음의 손길,Докосването на смъртта,Dotek Smrti,Death's Touch,Το Άγγιγμα του Θανάτου,Death's Touch,La Faucheuse,Tocco Mortale,死神タッチ,Death's Touch,Dotyk Śmierci,Death's Touch,Death's Touch,Atingerea Morții,Прикосновение Смерти,Toque de la Muerte,Ölümün Dokunuşu,Дотик смерті,Death's Touch,死神之触,1
104,Technology .5,Tech.5,Item,기계 0.5,Техно.5,Tech.5,Tech.5,Τεχνολογία.5,Tech.5,"Tech 0,5",Tecn. 0.5,テック０.５,Tech.5,Tech.5,Tech.5,Tech.5,Tehn.5,Технология.5,Tech.5,Tekn.5,Технологія 0.5,Tech.5,科技0.5,1
105,Missing No.,Missing No.,Item,Missing No.,Изгубен №,Chybějící č.,Missing No.,Missingno.,Missing No.,Missing No.,Missing No.,けつばん,Missing No.,Missing No.,Missing No.,Missing No.,Nr. Lipsă,Потерянный №,Missing No.,Kayıp No.,Загублений біт,Missing No.,编号丢失,1
106,Isaac's Tears,Isaac's Tears,Item,아이작의 눈물,Сълзите на Исаак,Izákovy Slzy,Isaacs Tränen,Τα Δάκρυα του Ισαάκ,Isaac's Tears,Bocal de Larmes,Lacrime di Isaac,アイザックのナミダ,Isaac's Tears,Łzy Izaaka,Isaac's Tears,Isaac's Tears,Isaac's Tears,Слезы Исаака,Lágrimas de Isaac,Isaac's Tears,Сльози Ісаака,Isaac's Tears,以撒的泪盆,1
107,Guillotine,Guillotine,Item,단두대,Гилотина,Gilotina,Guillotine,Καρμανιόλα,Guillotine,Guillotine,Ghigliottina,ギロチン,Guillotine,Gilotyna,Guillotine,Guillotine,Ghilotină,Гильотина,Guillotina,Giyotin,Гільйотина,Guillotine,断头台,1
108,Judas' Shadow,Judas' Shadow,Item,유다의 그림자,Сянката на Юда,Jidášův Stín,Judas' Shadow,Η Σκιά του Ιούδα,Judas' Shadow,Ombre de Judas,Ombra di Giuda,ユダの影,Judas' Shadow,Cień Judasza,Judas' Shadow,Judas' Shadow,Judas' Shadow,Тень Иуды,Sombra de Judas,Judas'ın Gölgesi,Тінь Юди,Judas' Shadow,犹大的影子,1
109,Maggy's Bow,Maggy's Bow,Item,매기의 리본,Панделката на Маги,Maggyina Mašle,Maggy's Bow,Φιόγκος της Μάγκι,Maggy's Bow,Chouchou de Marie,Fiocco di Madda,マギーのリボン,Maggy's Bow,Kokardka Madzi,Maggy's Bow,Maggy's Bow,Maggy's Bow,Бант Мэгги,Moño de Maggy,Maggy'nin Yayı,Бантик Меггі,Maggy's Bow,抹大拉的蝴蝶结,1
110,Cain's Other Eye,Cain's Other Eye,Item,카인의 왼쪽 눈,Другото око на Каин,Kainovo Druhé Oko,Cains Anderes Auge,Το Άλλο Μάτι του Κάιν,Cain's Other Eye,Œil Gauche de Caïn,L'Altro Occhio di Caino,ケインの予備眼,Cain's Other Eye,Drugie Oko Kaina,Cain's Other Eye,Cain's Other Eye,Cain's Other Eye,Другой глаз Каина,El otro ojo de Caín,Cain'in Diğer Gözü,Інше око Каїна,Cain's Other Eye,该隐的另一只眼,1
111,Black Lipstick,Black Lipstick,Trinket,검은 립스틱,Black Lipstick,Black Lipstick,Black Lipstick,Black Lipstick,Black Lipstick,Black Lipstick,Black Lipstick,Black Lipstick,Black Lipstick,Black Lipstick,Black Lipstick,Black Lipstick,Black Lipstick,Black Lipstick,Black Lipstick,Black Lipstick,Black Lipstick,Black Lipstick,Black Lipstick,1
112,Eve's Mascara,Eve's Mascara,Item,이브의 마스카라,Спиралата на Ева,Evina Řasenka,Evas Mascara,Η Μάσκαρα της Εύας,Eve's Mascara,Mascara d'Ève,Mascara di Eva,イブのマスカラ,Eve's Mascara,Maskara Ewy,Eve's Mascara,Eve's Mascara,Eve's Mascara,Тушь Евы,Rímel de Eva,Annenin Rimeli,Туш Єви,Eve's Mascara,夏娃的睫毛膏,1
113,Fate,Fate,Item,운명,Съдба,RC Dálkové Ovládání,RC-Fernbedienung,Μοίρα,Fate,Destin,Destino,ＲＣリモート,Lot,Przeznaczenie,Fate,Fate,Soartă,Пульт радиоуправления,Destino,RC Kumanda,Доля,RC Remote,宿命,1
114,???'s Only Friend,???'s Only Friend,Item,???의 하나뿐인 친구,Единственият приятел на ???,Jediný Přítel ???,???s Einziger Freund,Ο Μόνος Φίλος του ???,???'s Only Friend,La Seule Amie de ???,L'Unico Amico di ???,？？？唯一の友,???'s Only Friend,Jedyny Przyjaciel ???,???'s Only Friend,???'s Only Friend,???'s Only Friend,Единственный друг ???,Único amigo de ???,???'nin Tek Arkadaşı,Єдиний друг ???,???'s Only Friend,???唯一的朋友,1
115,Samson's Chains,Samson's Chains,Item,삼손의 쇠사슬,Веригите на Самсон,Samsonovy Řetězy,Samson's Chains,Οι Αλυσίδες του Σαμψών,Samson's Chains,Boulet de Samson,Catene di Sansone,サムソンの鎖,Samson's Chains,Łańcuch Samsona,Samson's Chains,Samson's Chains,Samson's Chains,Цепи Самсона,Cadenas de Sansón,Samson's Chains,Кайдани Самсона,Samson's Chains,参孙的脚镣,1
116,Lazarus' Rags,Lazarus' Rags,Item,나사로의 붕대,Дрипите на Лазар,Lazarovy Hadry,Lazarus' Rags,Τα Κουρέλια του Λαζάρου,Lazarus' Rags,Loques de Lazare,Bende di Lazzaro,ラザラスのぼろきれ,Lazarus' Rags,Łachmany Łazarza,Lazarus' Rags,Lazarus' Rags,Lazarus' Rags,Лохмотья Лазаря,Harapos de Lázaro,Lazarus'un Bezleri,Ганчір'я Лазаря,Lazarus' Rags,拉撒路的绷带,1
117,Broken Ankh,Broken Ankh,Trinket,부서진 앙크,Broken Ankh,Broken Ankh,Broken Ankh,Broken Ankh,Broken Ankh,Broken Ankh,Broken Ankh,Broken Ankh,Broken Ankh,Broken Ankh,Broken Ankh,Broken Ankh,Broken Ankh,Broken Ankh,Broken Ankh,Broken Ankh,Broken Ankh,Broken Ankh,Broken Ankh,1
118,Store Credit,Store Credit,Trinket,상점 상품권,Store Credit,Store Credit,Store Credit,Store Credit,Store Credit,Store Credit,Store Credit,Store Credit,Store Credit,Store Credit,Store Credit,Store Credit,Store Credit,Store Credit,Store Credit,Store Credit,Store Credit,Store Credit,Store Credit,1
119,Pandora's Box,Pandora's Box,Item,판도라의 상자,Кутията на Пандора,Pandořina Skříňka,Pandoras Box,Το Κουτί της Πανδώρας,Pandora's Box,Boîte de Pandore,Scrigno di Pandora,パンドラの箱,Pandora's Box,Puszka Pandory,Pandora's Box,Pandora's Box,Pandora's Box,Ящик Пандоры,Caja de Pandora,Pandora'nın Kutusu,Скринька Пандори,Pandora's Box,潘多拉魔盒,1
120,Suicide King,Suicide King,Card,자살 왕,Suicide King,Suicide King,Suicide King,Suicide King,Suicide King,Suicide King,Suicide King,Suicide King,Suicide King,Suicide King,Suicide King,Suicide King,Suicide King,Suicide King,Suicide King,Suicide King,Suicide King,Suicide King,Suicide King,1
121,Blank Card,Blank Card,Item,빈 카드,Празна карта,Prázdná Karta,Blanko-Karte,Κενή Κάρτα,Blank Card,Carte Blanche,Carta Bianca,白紙のカード,Blank Card,Czysta Karta,Blank Card,Blank Card,Carte Albă,Пустая карта,Carta en Blanco,Boş Kart,Порожня карта,Blank Card,空白卡牌,1
122,Book of Secrets,Book of Secrets,Item,비밀의 책,Книга на тайните,Kniha Tajemství,Buch der Geheimnisse,Βιβλίο των Μυστικών,Book of Secrets,Livre des Secrets,Libro dei Segreti,秘儀の書,Book of Secrets,Księga Tajemnic,Book of Secrets,Book of Secrets,Cartea Secretelor,Книга тайн,Libro de Secretos,Sırlar Kitabı,Книга Таїнств,Book of Secrets,秘密之书,1
123,Mysterious Paper,Mysterious Paper,Trinket,신비한 종이,Mysterious Paper,Mysterious Paper,Mysterious Paper,Mysterious Paper,Mysterious Paper,Mysterious Paper,Mysterious Paper,Mysterious Paper,Mysterious Paper,Mysterious Paper,Mysterious Paper,Mysterious Paper,Mysterious Paper,Mysterious Paper,Mysterious Paper,Mysterious Paper,Mysterious Paper,Mysterious Paper,Mysterious Paper,1
124,Mystery Sack,Mystery Sack,Item,수수께끼의 주머니,Тайнствена торбичка,Tajemný Pytel,Mystery Sack,Μυστηριώδης Σάκος,Mystery Sack,Pochon Mystère,Sacco delle Meraviglie,謎の袋,Mystery Sack,Sakiewka Tajemnic,Mystery Sack,Mystery Sack,Sac Misterios,Загадочный мешочек,Bolsa misteriosa,Gizemli Kese,Загадковий мішечок,Mystery Sack,神秘的袋子,1
125,Undefined,Undefined,Item,Undefined,Неопределено,Nedefinováno,Undefined,Απροσδιόριστο,Undefined,erreur,Indefinito,未定義,Undefined,Niezdefiniowane,Undefined,Undefined,Undefined,Неопределённый,Undefined,Undefined,Невизначено,Undefined,未定义,1
126,Satanic Bible,Satanic Bible,Item,사탄경,Сатанистка Библия,Satanská Bible,Satanische Bibel,Σατανική Βίβλος,Satanic Bible,Bible Satanique,Bibbia Satanica,邪悪な聖書,Satanic Bible,Biblia Szatana,Satanic Bible,Satanic Bible,Biblie Satanică,Сатанинская Библия,Biblia Satánica,Şeytanın İncili,Сатанинська біблія,Satanic Bible,撒但圣经,1
127,Daemon's Tail,Daemon's Tail,Trinket,악마 꼬리,Daemon's Tail,Daemon's Tail,Daemon's Tail,Daemon's Tail,Daemon's Tail,Daemon's Tail,Daemon's Tail,Daemon's Tail,Daemon's Tail,Daemon's Tail,Daemon's Tail,Daemon's Tail,Daemon's Tail,Daemon's Tail,Daemon's Tail,Daemon's Tail,Daemon's Tail,Daemon's Tail,Daemon's Tail,1
128,Abaddon,Abaddon,Item,아바돈,Абадон,Abaddón,Abaddon,Αμπέδον,Abaddon,Abaddon,Abaddon,アバドン,Abaddon,Abaddon,Abaddon,Abaddon,Abaddon,Абаддон,Abaddón,Abaddon,Абаддон,Abaddon,亚巴顿,1
129,Isaac's Heart,Isaac's Heart,Item,아이작의 심장,Сърцето на Исаак,Izákovo Srdce,Isaacs Herz,Η Καρδιά του Ισαάκ,Isaac's Heart,Cœur d'Isaac,Cuore di Isaac,アイザックの心臓,Isaac's Heart,Serce Izaaka,Isaac's Heart,Isaac's Heart,Inima lui Isaac,Сердце Исаака,Corazón de Isaac,Isaac'in Kalbi,Серце Ісаака,Isaac's Heart,以撒的心脏,1
130,The Mind,The Mind,Item,정신,Разум,Mysl,The Mind,Το Μυαλό,The Mind,L'Esprit,La Mente,ザ マインド,The Mind,Umysł,The Mind,The Mind,The Mind,Разум,La Mente,Akıl,Розум,The Mind,思想,1
131,The Body,The Body,Item,육체,Тяло,Tělo,The Body,Το Σώμα,The Body,Le Corps,Il Corpo,ザ ボディー,The Body,Ciało,The Body,The Body,The Body,Тело,El Cuerpo,Vücut,Тіло,The Body,肉体,1
132,The Soul,The Soul,Item,영혼,Душа,Duše,The Soul,Η Ψυχή,The Soul,L'Âme,L'Anima,ザ ソウル,The Soul,Dusza,The Soul,The Soul,The Soul,Душа,El Alma,Ruh,Душа,The Soul,灵魂,1
133,The D100,D100,Item,100면 주사위,D100,D100,D100,Εκατόπλευρο Ζάρι,D100,D100,D100,D100,D100,D100,D100,D100,D100,D100,D100,D100,D100,D100,一百面骰,1
134,Blue Map,Blue Map,Item,파란 지도,Синя карта,Modrá Mapa,Blue Map,Μπλε Χάρτης,Blue Map,Carte Perdue,Mappa Blu,ブルーマップ,Blue Map,Niebieska Mapa,Blue Map,Blue Map,Hartă Albastră,Голубая карта,Mapa azul,Mavi Harita,Синя карта,Blue Map,蓝地图,1
135,There's Options,There's Options,Item,추가 선택권,Има опции,Jsou Tu Možnosti,There's Options,Υπάρχουν Επιλογές,There's Options,L'Embarras du Choix,Ci sono alternative,オプションあり,There's Options,Istnieją Możliwości,There's Options,There's Options,Sunt Opțiuni,Выбор есть,Hay opciones,Seçenekler Var,У тебе є вибір,There's Options,额外选择,1
136,Black Candle,Black Candle,Item,검은 양초,Черна свещ,Černá Svíčka,Black Candle,Μαύρο Κερί,Black Candle,Bougie Noire,Candela Nera,ブラックキャンドル,Black Candle,Czarna Świeca,Black Candle,Black Candle,Lumânarea Neagră,Чёрная свеча,Vela negra,Siyah Mum,Чорна свічка,Black Candle,黑蜡烛,1
